batch_no,created_date,customer,due_date,file_name,file_stem,item,item_code,match_status,notes,print_type,roll_type,sheet_name,total_kgs,total_mts,total_rolls
942015,2022-02-02,APACK,,PB770G95060YP  - APACK 75LT.xlsx,PB770G95060YP  - APACK 75LT,PB770G95050YP,75LT APACK,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,292.6,4104.0,8.0
57083,2023-02-01,MATER / GREENSLOPES,,PB770G95060YP - YCW75515.xlsx,PB770G95060YP - YCW75515,PB770G95050YP,YCW75515,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,1828.7500000000002,25650.0,45.0
950806,2025-10-02,HT CONCEPTS,,PB780G520150BKUV - 60L SQUAT PLANTER BAG.xlsx,PB780G520150BKUV - 60L SQUAT PLANTER BAG,PB780G520150BKUVV,60L SQUAT PLANTER BAG,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,273.78000000000003,1263.6000000000001,8.0
944257,2023-01-13,HT CONCEPTS,,PB780G620150BKUV - 75L PLANTER BAG.xlsx,PB780G620150BKUV - 75L PLANTER BAG,PB780G620150BKUVV,75L PLANTER BAG,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,326.43,1506.6000000000001,8.0
950806,2025-10-02,HT CONCEPTS,,PB780G720150BKUV - 100L PLANTER BAG.xlsx,PB780G720150BKUV - 100L PLANTER BAG,PB780G720150BKUVV,100L PLANTER BAG,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,175.21920000000003,808.704,4.0
943765,2022-08-17,FERNLAND AGENCIES,,PB795G425150BKUV.xlsx,PB795G425150BKUV,PB795G425150BKUVV,CUSBAG 500/230LD,unmatched,"NEW ITEM - PLEASE SEE EMMA FOR VENTING INFORMATION SPOT ON FINISH. USE DOLPHIN REMILL, MUST NOT BE BLOCKED.",None,,Sheet1,304.08750000000003,1377.0,7.0
945005,2023-11-03,PA HOSPITAL (METRO SOUTH),,PB800110030BT -METRO SOUTH.xlsx,PB800110030BT -METRO SOUTH,PB800110030BTAS0,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,528.0,11880.0,15.0
945005,2023-01-31,PA HOSPITAL (METRO SOUTH),,PB800110030GT -METRO SOUTH.xlsx,PB800110030GT -METRO SOUTH,PB800110030GTAS,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,528.0,11880.0,15.0
949236,2025-03-27,OPAL PACKAGING,2025-01-28,PB8001200150YCW.xlsx,PB8001200150YCW,PB8001200150Y0,9PB8001200150,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,792.0000000000001,3564.0000000000005,20.0
948460,2024-08-21,DAYWALK,2024-09-11,PB80075038-IMAGING.xlsx,PB80075038-IMAGING,PB8201220100UV0P,12-BUV3248,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,200.08,1317.6000000000001,6.0
948737,2024-10-25,CHILDRENS HEALTH,2024-11-15,PB800G110030P - 3R80 RECYCLED.xlsx,PB800G110030P - 3R80 RECYCLED,PB935G12503000ASP,3R80REC,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,70.125,1350.0,2.0
940916,2021-07-30,BEANS GALORE,2021-08-30,PB800G150040.xlsx,PB800G150040,PB790G150040,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,75.84,1296.0,2.0
57684,2024-11-25,EPICUREAN,,PB855G60035BT.xlsx,PB855G60035BT,PB85560035BTAS0,(540+315),unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,359.1,6480.0,10.0
949282,2025-03-17,MINEMECH,2025-02-07,PB9001200200 - UNPRINTED ASBESTOS BAG.xlsx,PB9001200200 - UNPRINTED ASBESTOS BAG,PB90012002000,UNPRINTED ASBESTOS,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,432.0,1296.0,12.0
947661,2024-04-29,SEDL AGENCIES,2024-04-30,PB9001200200P - ASBESTOS BAG.xlsx,PB9001200200P - ASBESTOS BAG,PB90012002000P,PRINTED ASBESTOS,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,108.0,324.0,3.0
941160-3,2021-09-20,EPICUREAN,2020-01-05,PB900G85025BT - WILD BREADS.xlsx,PB900G85025BT - WILD BREADS,PB90085025BTAS,(500+400),unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,3304.8,66096.0,80.0
948611,2024-09-13,PACIFIC NATIONAL,,PB9017580.xlsx,PB9017580,PB9017580AS,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,264.6,19845.0,25.0
938530,2025-07-25,TINDALL DIVING,2020-10-22,PB90350150.xlsx,PB90350150,PB11001200150,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,158.40000000000003,518.4000000000001,1.0
940786,2021-08-09,ABL,2021-07-30,PB920720100BL.xlsx,PB920720100BL,PB920720100BTAS,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,794.8800000000001,4665.6,20.0
949651,2025-03-31,AIM LAB,,PB935G125050YP - YCW12050 - 8332.xlsx,PB935G125050YP - YCW12050 - 8332,PB935G125050Y00P,YCW12050 - 8332,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,561.0,6480.0,14.0
943109,2022-04-11,ATOM SUPPLY,,PB940G61035.xlsx,PB940G61035,PB940G61035,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,100.34500000000003,1647.0,3.0
945945,2023-06-21,HT CONCEPTS,2023-07-19,PB940G785150BKUV - 150L PLANTER BAG.xlsx,PB940G785150BKUV - 150L PLANTER BAG,PB940G785150BKUVV,150L PLANTER BAG,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,265.64400000000006,1017.36,6.0
942845,2022-03-23,ULTRA CORAL AUSTRALIA,2022-04-22,PB95150150 - HALF POUCH.xlsx,PB95150150 - HALF POUCH,PB95150150,1/2 POUCH,unmatched,BAG MUST NOT BE OVER 95MM - LIVE FISH TRANSPORT - MUST HAVE WATERTIGHT SEALS,None,,Sheet1,42.75000000000001,1620.0,5.0
942239,2022-01-13,CORALS DOWN UNDER,2022-02-13,PB9515075 - HALF POUCH.xlsx,PB9515075 - HALF POUCH,PB9515075,1/2 POUCH,unmatched,BAG MUST NOT BE OVER 95MM - LIVE FISH TRANSPORT - MUST HAVE WATERTIGHT SEALS,None,,Sheet1,42.75000000000001,3240.0,5.0
950999,2026-03-04,BLACKWOODS,2026-03-25,PB990G101650WH.xlsx,PB990G101650WH,PB990G101650WH0AS,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,623.6208000000001,6803.136,12.0
947573,2025-05-15,KAB SEATING,2024-04-12,PBR1000150050 KAB SEATING.xlsx,PBR1000150050 KAB SEATING,PBR10001500500,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,1200.0,12960.0,40.0
950578,2025-11-13,MINEMECH,,PBR10001675100 - DRUMLINER.xlsx,PBR10001675100 - DRUMLINER,PBR100016751000,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,335.0,1809.0000000000002,20.0
940578,2021-06-25,FOODPAC,2021-07-16,PBR10001775100AS - DRUMLINER.xlsx,PBR10001775100AS - DRUMLINER,PBR10001775100AS,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,1455.5000000000002,7859.700000000001,82.0
938353,2020-10-15,PRO-PAC,2020-10-08,PBR10001850120.xlsx,PBR10001850120,PBR10001850120,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,222.0,999.0000000000001,10.0
951672/95,2026-03-13,HYQUAL,2026-03-27,PBR10002400200.xlsx,PBR10002400200,PBR100024001800,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,367.20000000000005,1101.6000000000001,20.0
948056,2024-06-18,KAWANA PRIVATE,2024-07-09,PBR1000G120030 - CL12030ROLL.xlsx,PBR1000G120030 - CL12030ROLL,PBR1000G1200300,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,432.0,7776.000000000001,30.0
942307,2022-03-16,PLASTIC ESSENTIALS,2022-02-13,PBR1010G90040.xlsx,PBR1010G90040,PBR1010G90040,Batch No,unmatched,NEW CUSTOMER - NEAT ROLLS - NO CREASING PLEASE PERF INLINE - CUSTOMER REQUIRES AS SOON AS POSSIBLE -,None,,Sheet1,436.32000000000005,5832.0,12.0
950190,2025-06-20,BLACKWOODS,2025-07-11,PBR10151524100(100) - DRUMLINER.xlsx,PBR10151524100(100) - DRUMLINER,PBR101515241000,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,371.24640000000005,1975.104,12.0
948745,2024-11-29,BLACKWOODS,2024-12-20,PBR10151524100(50) - DRUMLINER.xlsx,PBR10151524100(50) - DRUMLINER,PBR101515241000,DRUMLINER 50/ROLL,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,464.0580000000001,2468.88,30.0
949357,,BLACKWOODS,,PBR10151524150 - DRUMLINER.xlsx,PBR10151524150 - DRUMLINER,PBR10151524135AB,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,3132.3915,12344.400000000001,100.0
949708,2026-02-24,DANIEL STREET & HALLY,,PBR1015G66020BLMD.xlsx,PBR1015G66020BLMD,PBR1015G66020BT0AS,Batch No,unmatched,M/D - MUST HAVE GOOD SEALS AND PERFORATION - PLEASE CHECK FREQUENTLY RUN INLINE,None,,Sheet1,1125.4320000000002,19958.4,56.0
947467,2024-03-06,DAYWALK,,PBR10161500200P - 12-BDN4060200.xlsx,PBR10161500200P - 12-BDN4060200,PBR10161500200UV0P,12-BDN4060/200,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,365.76000000000005,972.0000000000001,20.0
949244,2025-06-27,BARRIER REEF CORALS,2025-01-27,PBR1020G1000100.xlsx,PBR1020G1000100,PBR1020G10001000,Batch No,unmatched,NEAT ROLLS - MUST HAVE WATER TIGHT SEALS - NO LEAKS - DO NOT CONVERT INLINE,None,,Sheet1,510.0,2700.0,20.0
947761,2025-08-18,OCEAN PETS,2024-05-22,PBR1020G100050.xlsx,PBR1020G100050,PBR1020G1000500,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,255.0,2700.0,10.0
943101,2023-05-09,CEAS CRAB & SEAFOOD,,PBR1020G66075BL.xlsx,PBR1020G66075BL,PBR1020G66075BT,Batch No,unmatched,MUST HAVE GOOD SEALS AND PERFORATION - PLEASE CHECK FREQUENTLY RUN INLINE **** MUST NOT LEAK ***,None,,Sheet1,126.22500000000001,891.0000000000001,5.0
938710,2020-10-22,COBALT EXTREME PTY LTD,2020-11-17,PBR1050G1300150WHS.xlsx,PBR1050G1300150WHS,PBR1050G1300150WH,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,102.37500000000001,351.0,5.0
946829,2024-01-10,PACFOODS,2023-12-07,PBR1080G90030BT.xlsx,PBR1080G90030BT,PBR1080G90030BT0,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,2916.0,48600.0,100.0
951659,2026-03-12,BLACKWOODS,2026-04-29,PBR11501500150.xlsx,PBR11501500150,PBR115015001500,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,517.5,1620.0,20.0
950565,2025-08-28,PRO-PAC,,PBR1170G150060.xlsx,PBR1170G150060,PBR1170G1450400ASAB,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,1221.48,14094.000000000002,90.0
936110,2020-01-29,PAPER HANDLING EQUIP,2020-02-29,PBR1180G120060 - SBAG54.xlsx,PBR1180G120060 - SBAG54,PBR1180G120060,SBAG54,unmatched,"GOOD SEALS, STRONG SEALS MUST BE WATER TIGHT SEALS - PLEASE TEST FREQUENTLY",None,,Sheet1,339.84000000000003,2592.0,20.0
938710,2020-10-22,BUNZL,2020-11-17,PBR1180G1500100BK.xlsx,PBR1180G1500100BK,PBR1180G1500100BK,Batch No,unmatched,"GOOD SEALS, STRONG SEALS - PLEASE TEST FREQUENTLY RUN INLINE ON 65 EXTRUDER",None,,Sheet1,495.6,2268.0,28.0
946238,2023-11-02,HAYMANS ELECTRICAL,2023-09-03,PBR1180G1500200-HAYMANS.xlsx,PBR1180G1500200-HAYMANS,PBR1180G1500180,Batch No,unmatched,NEAT ROLLS - STRONG SEALS - PLEASE TEST FREQUENTLY RUN INLINE ON 65 EXTRUDER,None,,Sheet1,350.46000000000004,891.0000000000001,22.0
58317,2025-07-04,GREENSLOPES,,PBR1180G150030 - CL24002.xlsx,PBR1180G150030 - CL24002,PBR1180G1500300,CL24002,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,1062.0,16200.000000000002,100.0
941021,2021-08-12,ANSTEL,2021-09-02,PBR1180G1700100BK - DP MATTRESS.xlsx,PBR1180G1700100BK - DP MATTRESS,PBR1180G1700100BK,DP MATTRESS,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,192.576,881.2800000000001,6.0
942170,2021-12-20,FIREMEX,2022-01-20,PBR12002400200.xlsx,PBR12002400200,PBR12002400200,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,576.0000000000001,1296.0,14.0
939751,2021-03-03,ABL DISTRIBUTION,2021-04-03,PBR1200G800100.xlsx,PBR1200G800100,PBR1200G800100,33001,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,192.0,864.0,10.0
938454,2020-09-23,KSK MARINE,2020-10-14,PBR13030050.xlsx,PBR13030050,PBR13030050,Batch No,unmatched,"NEW ITEM - PERF INLINE - MUST HAVE WATER TIGHT SEALS, PLEASE TEST FREQUENTLY.",None,,Sheet1,53.82000000000001,4471.200000000001,5.0
947871,2024-07-01,DEVICE TECHNOLOGIES,2024-06-10,PBR1325G108075.xlsx,PBR1325G108075,PBR1325G1080750,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,214.65,1166.4,10.0
936669,2020-04-22,ANSTEL,2020-04-12,PBR1400G1100100BK - DP CHANGE PAD 6 PACK BLACK.xlsx,PBR1400G1100100BK - DP CHANGE PAD 6 PACK BLACK,PBR1400G1100100BK,DP CHANGE PAD 6 PACK BLACK,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,924.0,3564.0000000000005,30.0
939335,2021-01-14,LINEAGE AUS,,PBR1440G1720200 ROLL CAGE COVERS.xlsx,PBR1440G1720200 ROLL CAGE COVERS,PBR1425G1720200,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,1960.8000000000002,3715.2000000000003,100.0
937113,2020-05-06,EXECUTIVE DISTRIBUTORS,2020-05-27,PBR1450G160032BK - 360L BIN LINER.xlsx,PBR1450G160032BK - 360L BIN LINER,PBR1450G160032BK,360L BIN LINER,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,222.72000000000006,2592.0,10.0
941237,2021-09-02,FERNLAND,,PBR18038050.xlsx,PBR18038050,PBR135450200WH,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,460.72800000000007,9214.560000000001,12.0
944469,2022-10-14,THE DECKSTORE,,PBR19056035MT - RUBY TROUT - BAG T1.xlsx,PBR19056035MT - RUBY TROUT - BAG T1,PBR19056035MT,BAG T1 RUBY TROUT,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,446.8800000000001,36288.0,30.0
950319,2025-11-11,DRAGONPEARL,,PBR19056038.xlsx,PBR19056038,PBR190560380AS,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,210.24640000000002,15724.800000000001,14.0
947902,2024-08-01,PRO-PAC,2024-06-12,PBR2001000100.xlsx,PBR2001000100,PBR20010001000,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,60.00000000000001,1620.0,5.0
948334,2024-08-01,GEN FAB,2022-03-14,PBR2001100100.xlsx,PBR2001100100,PBR2001150100,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,59.400000000000006,1782.0000000000002,4.0
938454,2020-10-27,KSK MARINE,2020-10-14,PBR20040050.xlsx,PBR20040050,PBR20040050,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,97.2,5248.8,9.0
938243,2020-08-27,PRO-PAC,2020-09-27,PBR200600100.xlsx,PBR200600100,PBR200600100,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,60.00000000000001,1620.0,5.0
937571,2020-06-30,CONTRACT RESOURCES,2020-07-19,PBR2403300200.xlsx,PBR2403300200,PBR2403300200,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,95.04,1069.2,6.0
938454,2020-10-27,KSK MARINE,2020-10-14,PBR25045050.xlsx,PBR25045050,PBR25045050,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,108.0,4665.6,10.0
949882,2025-06-27,BOWEN PACKAGING,2025-05-19,PBR25538035.xlsx,PBR25538035,PBR255380350AS,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,149.226,9028.800000000001,10.0
946392,2024-01-10,SEDL AGENCIES,2023-09-20,PBR260380175.xlsx,PBR260380175,PBR2603801750,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,553.2800000000001,6566.400000000001,28.0
57968,2024-11-21,THE DECKSTORE,2024-10-25,PBR280910100 - BAG 162A.xlsx,PBR280910100 - BAG 162A,PBR2809101000,BAG 162A,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,254.8,4914.0,
941224,2021-09-30,SUSTINENT,,PBR3001200100.xlsx,PBR3001200100,PBR3001200100,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,72.00000000000001,1296.0,3.0
951583/950737/951583,2026-03-02,DAYWALK,,PBR300450200PUVCISHRINK - 12-BUC300450200R.xlsx,PBR300450200PUVCISHRINK - 12-BUC300450200R,PBR3004502000CIUVP,12-BUC300/450/200R,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,972.0000000000001,8748.0,6.0
941438,2021-09-21,AUST CHILLI,,PBR30060035V - AUST CHILLI.xlsx,PBR30060035V - AUST CHILLI,PBR30060035V,Batch No,unmatched,MICROVENTED - NOT UNDER GUAGE - MUST BE 35-38UM - CUSTOMER REQUIRES FIRST WEEK OF NOVEMBER - SOONER IF POSSIBLE,None,,Sheet1,2520.0,129600.00000000001,65.0
941224,2021-09-30,SUSTINENT,,PBR300650100.xlsx,PBR300650100,PBR300650100,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,46.800000000000004,842.4000000000001,2.0
57968,2025-12-15,THE DECKSTORE,2024-11-04,PBR330890100 - BAG 162.xlsx,PBR330890100 - BAG 162,PBR3308901000,BAG 162,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,293.70000000000005,4806.0,11.0
949258/950663,2026-03-04,DANIEL STREET FISH,2025-04-29,PBR350550100P.xlsx,PBR350550100P,PBR3505501000P,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Registered Print,,Sheet1,1251.25,19305.0,44.0
947902,2024-06-21,PRO-PAC,2024-06-12,PBR3601600150.xlsx,PBR3601600150,PBR36016001500,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,86.4,864.0,4.0
947902,2024-06-21,PRO-PAC,2024-06-12,PBR360600150.xlsx,PBR360600150,PBR3606001500,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,81.0,810.0,4.0
950776,2026-03-04,DECKSTORE,2026-03-25,PBR380760100 - BAG B.xlsx,PBR380760100 - BAG B,PBR3807601000,BAG B,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,216.60000000000002,3078.0,10.0
941819,2021-11-10,TOOWOOMBA WHOLESALE,2021-12-10,PBR40040030.xlsx,PBR40040030,PBR40040030,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,96.0,4320.0,10.0
951583/950942,2026-04-20,DAYWALK,,PBR400600150P - DAYWALK - 12-BUC400600150R.xlsx,PBR400600150P - DAYWALK - 12-BUC400600150R,PBR400600150UVCIP,12-BUC400/600/150R,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,388.8,3499.2000000000003,6.0
941543,2021-10-18,ANSTEL,2021-11-08,PBR420101038 -DPAM1.xlsx,PBR420101038 -DPAM1,PBR420101035,DP AM1 NATURAL,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,118.77600000000001,4363.200000000001,8.0
951583,2026-04-20,DAYWALK,,PBR450830200WHPUVCISHRINK - 12-PVCI450830200.xlsx,PBR450830200WHPUVCISHRINK - 12-PVCI450830200,PBR450830200WHCIUVP,12-PVCI450830200,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Random Print,,Sheet1,101.59200000000001,609.552,4.0
938046,2020-08-07,PRO-PAC PACKAGING,2020-09-07,PBR45561050BL.xlsx,PBR45561050BL,PBR45561050BL,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,693.875,16470.0,2.0
940380,2021-05-24,CORAL COAST AQUATICS,2021-06-24,PBR45571075.xlsx,PBR45571075,PBR45571075,Batch No,unmatched,"NEW ITEM -MUST ENSURE MATERIAL IS GOOD QUALITY, NO SPLITING AND SEAL MUST BE WATER TIGHT",None,,Sheet1,484.57500000000005,7668.000000000001,14.0
947332,2024-03-14,FITZROY NURSERIES,2024-03-19,PBR460670150-FITZROY NURSERIES.xlsx,PBR460670150-FITZROY NURSERIES,PBR4606701500,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,739.6800000000001,5788.8,20.0
936412,2020-02-20,THE DECKSTORE,2020-03-18,PBR475G50030.xlsx,PBR475G50030,PBR475G50030,5KG END LINER,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,142.5,5400.0,10.0
940168,2021-04-29,ADVANTAGE AIR,2021-05-29,PBR480920100.xlsx,PBR480920100,PBR600180035OT,UD256,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,107.73,2770.2000000000003,5.0
57968,2025-06-11,SEAFOOD STOCK,,PBR48092075 - PO1.xlsx,PBR48092075 - PO1,PBR480920750,PO1,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,662.4000000000001,9936.0,20.0
945664,2023-05-17,AUSY FISH,2023-06-10,PBR48586575.xlsx,PBR48586575,PBR48586575,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,157.321875,2335.5,4.0
949310,2025-06-23,TPF,,PBR540G48030.xlsx,PBR540G48030,PBR540G480300AS,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,497.66400000000004,16588.800000000003,32.0
950846,2026-03-04,DENCO TRADING,2026-03-25,PBR540G920100.xlsx,PBR540G920100,PBR540G920100AS0,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,278.208,2782.0800000000004,10.0
940795,2021-11-24,ANSTEL,2021-08-09,PBR545110050.xlsx,PBR545110050,PBR545110050,Batch No,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,239.8,4752.0,6.0
936100,2022-09-29,AUSTRALIAN SEAFOOD,2020-02-29,PBR550G35035BT.xlsx,PBR550G35035BT,PBR550G35035BT,SBAG54,unmatched,"GOOD SEALS, STRONG SEALS MUST BE WATER TIGHT SEALS - PLEASE TEST FREQUENTLY",None,,Sheet1,388.08,10886.400000000001,40.0
946040,2025-08-01,KB FOODS,2023-08-17,PBR555G40025 - 3KG PRAWN LINER - BAG 161A.xlsx,PBR555G40025 - 3KG PRAWN LINER - BAG 161A,PBR555G4002500,3KG PRAWN - BAG 161A,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,1998.0000000000002,64800.00000000001,150.0
58082,2025-03-20,HOMESTYLE BAKERIES,,PBR560102020P - HOMESTYLE MAROON.xlsx,PBR560102020P - HOMESTYLE MAROON,PBR560102020AS0P,H'STYLE MAROON,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,Registered Print,,Sheet1,822.5280000000001,26438.4,48.0
942112,2022-01-13,ADVANTAGE AIR,2022-02-13,PBR600180035OT-UD206.xlsx,PBR600180035OT-UD206,PBR600180035OT,UD206,unmatched,Extruder Start Time Screw Speed Nip Speed Blower % Nip Roller Tension/Speed,None,,Sheet1,150.822,3878.28,7.0
